trip_id,sol,trip_index,crew_served,route_km,payload_kg,terrain_risk_score,energy_kwh,dust_storm_flag,battery_soh
1777,414,1,100,2.44,118.5,0.616,16.31,0,0.8196
1778,414,2,100,2.0,60.2,0.692,19.21,0,0.8195
1779,414,3,100,2.14,153.9,0.133,11.59,0,0.8195
1780,415,0,100,5.46,165.5,0.612,17.48,0,0.8192
1781,415,1,100,3.08,147.0,0.246,13.56,0,0.8191
1782,415,2,100,4.57,48.8,0.387,16.5,0,0.8191
1783,415,3,100,3.09,168.3,0.796,17.21,0,0.8191
1784,416,0,100,2.57,178.0,0.144,12.1,0,0.8187
1785,416,1,100,5.23,72.4,0.464,16.29,0,0.8187
1786,416,2,100,3.56,100.7,0.303,15.4,0,0.8187
1787,416,3,100,1.7,95.8,0.579,17.18,0,0.8187
1788,417,0,100,1.02,67.5,0.418,16.92,0,0.8183
1789,417,1,100,4.93,86.7,0.255,16.03,0,0.8183
1790,417,2,100,3.88,94.1,0.898,18.7,0,0.8182
1791,417,3,100,3.06,174.6,0.826,17.67,0,0.8182
1792,418,0,100,1.17,140.9,0.413,15.42,0,0.8179
1793,418,1,100,3.44,91.4,0.621,17.09,0,0.8178
1794,418,2,100,2.89,187.4,0.425,16.11,0,0.8178
1795,418,3,100,3.63,144.4,0.646,16.44,0,0.8178
1796,419,0,100,5.48,118.5,0.135,14.62,0,0.8174
1797,419,1,100,2.61,122.7,0.448,17.52,0,0.8174
1798,419,2,100,0.89,48.5,0.218,14.34,0,0.8174
1799,419,3,100,2.37,200.2,0.487,16.8,0,0.8174
1800,420,0,100,2.61,56.6,0.536,16.87,0,0.817
1801,420,1,100,4.8,199.3,0.239,13.43,0,0.817
1802,420,2,100,1.4,169.0,0.602,14.68,0,0.817
1803,420,3,100,4.86,203.4,0.12,11.43,0,0.8169
1804,420,4,100,1.76,134.7,0.279,12.9,0,0.8169
1805,420,5,100,4.99,82.2,0.599,18.28,0,0.8169
1806,421,0,100,1.66,75.2,0.872,22.09,0,0.8165
1807,421,1,100,4.23,170.3,0.552,16.66,0,0.8165
1808,421,2,100,6.3,59.1,0.652,21.1,0,0.8165
1809,421,3,100,6.29,72.9,0.767,17.45,0,0.8165
1810,422,0,100,2.44,79.3,0.352,15.0,0,0.8161
1811,422,1,100,6.13,203.1,0.369,15.45,0,0.8161
1812,422,2,100,4.23,110.7,0.162,15.29,0,0.8161
1813,422,3,100,4.76,125.1,0.226,11.27,0,0.816
1814,423,0,100,5.48,188.8,0.833,21.56,0,0.8157
1815,423,1,100,3.78,167.7,0.198,14.61,0,0.8156
1816,423,2,100,5.77,137.9,0.279,12.37,0,0.8156
1817,423,3,100,2.38,210.8,0.322,14.09,0,0.8156
1818,424,0,100,6.45,168.8,0.171,12.69,0,0.8152
1819,424,1,100,3.95,107.0,0.386,15.31,0,0.8152
1820,424,2,100,6.33,73.2,0.281,14.31,0,0.8152
1821,424,3,100,3.93,174.9,0.225,12.08,0,0.8152
1822,425,0,100,3.07,175.3,0.312,13.75,0,0.8148
1823,425,1,100,5.43,154.0,0.431,14.92,0,0.8148
1824,425,2,100,4.64,182.0,0.82,18.99,0,0.8148
1825,425,3,100,1.43,204.6,0.856,16.59,0,0.8148
1826,426,0,100,2.93,50.7,0.421,16.05,0,0.8144
1827,426,1,100,1.18,137.3,0.345,15.08,0,0.8144
1828,426,2,100,3.47,75.6,0.445,16.21,0,0.8143
1829,426,3,100,2.26,121.5,0.357,13.28,0,0.8143
1830,427,0,100,2.07,154.3,0.252,14.06,0,0.814
1831,427,1,100,3.89,180.2,0.192,14.21,0,0.8139
1832,427,2,100,2.89,192.3,0.533,16.41,0,0.8139
1833,427,3,100,3.12,87.6,0.282,14.12,0,0.8139
1834,427,4,100,4.86,129.0,0.279,14.13,0,0.8139
1835,427,5,100,3.72,56.1,0.476,11.99,0,0.8139
1836,428,0,100,0.89,44.4,0.422,16.87,0,0.8135
1837,428,1,100,2.28,152.5,0.661,15.98,0,0.8135
1838,428,2,100,0.96,208.8,0.576,17.3,0,0.8134
1839,428,3,100,5.7,213.7,0.877,22.35,0,0.8134
1840,429,0,100,2.75,84.6,0.385,14.74,0,0.813
1841,429,1,100,5.2,95.1,0.895,19.79,0,0.813
1842,429,2,100,3.9,187.9,0.739,20.76,0,0.813
1843,429,3,100,1.57,116.1,0.616,16.87,0,0.813
1844,430,0,100,4.24,209.8,0.79,16.78,0,0.8126
1845,430,1,100,2.46,181.6,0.18,14.64,0,0.8126
1846,430,2,100,5.47,119.4,0.766,19.11,0,0.8126
1847,430,3,100,1.82,176.6,0.294,15.07,0,0.8126
1848,431,0,100,3.62,211.9,0.369,13.28,0,0.8122
1849,431,1,100,2.42,108.1,0.354,16.53,0,0.8122
1850,431,2,100,2.17,164.0,0.341,15.57,0,0.8121
1851,431,3,100,4.85,75.5,0.564,15.12,0,0.8121
1852,432,0,100,6.48,146.7,0.602,15.65,0,0.8118
1853,432,1,100,5.18,165.8,0.511,14.66,0,0.8117
1854,432,2,100,2.58,70.2,0.171,13.7,0,0.8117
1855,432,3,100,3.02,121.1,0.646,18.95,0,0.8117
1856,433,0,100,1.58,71.6,0.823,19.9,0,0.8113
1857,433,1,100,4.26,173.6,0.165,12.32,0,0.8113
1858,433,2,100,2.28,199.3,0.718,15.17,0,0.8113
1859,433,3,100,1.66,48.7,0.608,18.82,0,0.8113
1860,434,0,100,4.11,186.3,0.744,18.6,0,0.8109
1861,434,1,100,4.75,179.9,0.569,17.14,0,0.8109
1862,434,2,100,5.65,164.9,0.294,13.82,0,0.8109
1863,434,3,100,5.1,140.7,0.771,19.85,0,0.8108
1864,434,4,100,5.78,149.7,0.389,16.14,0,0.8108
1865,434,5,100,2.15,176.1,0.617,15.82,0,0.8108
1866,435,0,100,3.1,165.9,0.725,18.5,0,0.8104
1867,435,1,100,4.2,140.4,0.114,13.53,0,0.8104
1868,435,2,100,1.28,67.5,0.403,13.72,0,0.8104
1869,435,3,100,6.41,142.0,0.514,15.63,0,0.8104
1870,436,0,100,1.18,45.0,0.681,14.43,0,0.81
1871,436,1,100,1.95,204.0,0.193,14.17,0,0.81
1872,436,2,100,1.1,161.8,0.795,15.79,0,0.81
1873,436,3,100,2.64,144.6,0.363,14.68,0,0.8099
1874,437,0,100,2.87,109.6,0.462,17.27,0,0.8096
1875,437,1,100,3.85,213.5,0.126,14.32,0,0.8095
1876,437,2,100,4.32,180.2,0.136,14.51,0,0.8095
1877,437,3,100,6.45,66.3,0.605,14.67,0,0.8095
1878,438,0,100,5.5,142.4,0.606,18.5,0,0.8091
1879,438,1,100,3.57,204.2,0.538,20.07,0,0.8091
1880,438,2,100,2.59,119.0,0.348,12.54,0,0.8091
1881,438,3,100,5.75,105.6,0.714,15.52,0,0.8091
1882,439,0,100,3.25,57.1,0.692,15.39,0,0.8087
1883,439,1,100,2.43,219.6,0.495,14.9,0,0.8087
1884,439,2,100,2.58,60.6,0.216,16.22,0,0.8087
1885,439,3,100,1.43,156.3,0.235,12.9,0,0.8086
1886,440,0,100,2.82,113.2,0.763,17.98,0,0.8083
1887,440,1,100,3.08,122.8,0.254,12.43,0,0.8083
1888,440,2,100,1.65,192.7,0.222,11.84,0,0.8082
1889,440,3,100,2.95,161.7,0.791,18.03,0,0.8082
1890,441,0,100,3.63,151.0,0.218,14.86,0,0.8078
1891,441,1,100,3.85,171.3,0.808,16.57,0,0.8078
1892,441,2,100,3.78,157.1,0.579,17.89,0,0.8078
1893,441,3,100,1.93,134.6,0.878,17.03,0,0.8078
1894,441,4,100,1.49,166.0,0.227,12.95,0,0.8078
1895,441,5,100,5.29,42.5,0.816,16.16,0,0.8077
1896,442,0,100,1.84,162.6,0.845,21.09,0,0.8074
1897,442,1,100,3.56,95.3,0.523,17.02,0,0.8074
1898,442,2,100,1.85,101.2,0.117,11.97,0,0.8073
1899,442,3,100,3.86,210.6,0.224,14.15,0,0.8073
1900,443,0,100,2.82,215.9,0.698,16.25,0,0.8069
1901,443,1,100,6.26,191.0,0.852,16.55,0,0.8069
1902,443,2,100,2.12,129.0,0.796,17.14,0,0.8069
1903,443,3,100,5.78,55.5,0.627,15.74,0,0.8069
1904,444,0,100,2.98,45.3,0.1,14.19,0,0.8065
1905,444,1,100,0.93,163.8,0.181,15.71,0,0.8065
1906,444,2,100,4.18,182.4,0.225,13.33,0,0.8065
1907,444,3,100,2.41,86.7,0.495,16.31,0,0.8065
1908,445,0,100,3.91,165.8,0.737,17.49,0,0.8061
1909,445,1,100,2.73,71.1,0.473,14.73,0,0.8061
1910,445,2,100,6.1,220.0,0.611,14.81,0,0.806
1911,445,3,100,4.91,178.2,0.715,16.03,0,0.806
1912,446,0,100,5.67,71.2,0.479,16.9,0,0.8057
1913,446,1,100,5.21,168.6,0.83,20.53,0,0.8056
1914,446,2,100,1.99,46.2,0.57,17.66,0,0.8056
1915,446,3,100,1.7,143.8,0.32,14.71,0,0.8056
1916,447,0,100,5.28,215.1,0.629,16.1,0,0.8052
1917,447,1,100,4.71,171.0,0.673,18.39,0,0.8052
1918,447,2,100,5.4,83.4,0.432,17.51,0,0.8052
1919,447,3,100,2.41,202.7,0.602,15.28,0,0.8052
1920,448,0,100,2.22,107.1,0.196,14.3,0,0.8048
1921,448,1,100,2.38,177.3,0.32,14.76,0,0.8048
1922,448,2,100,1.0,167.1,0.111,9.93,0,0.8048
1923,448,3,100,3.82,144.5,0.873,19.56,0,0.8047
1924,448,4,100,6.06,53.4,0.441,15.26,0,0.8047
1925,448,5,100,4.64,193.0,0.112,12.1,0,0.8047
1926,449,0,100,4.77,138.7,0.449,17.85,0,0.8043
1927,449,1,100,5.45,53.2,0.223,12.76,0,0.8043
1928,449,2,100,4.24,108.1,0.61,18.96,0,0.8043
1929,449,3,100,1.09,175.6,0.302,13.95,0,0.8043
1930,450,0,100,2.48,85.2,0.648,15.52,0,0.8039
1931,450,1,100,2.1,131.0,0.816,19.11,0,0.8039
1932,450,2,100,3.57,127.4,0.81,20.19,0,0.8039
1933,450,3,100,5.1,163.4,0.586,16.94,0,0.8038
1934,451,0,100,6.39,148.3,0.344,16.11,0,0.8035
1935,451,1,100,1.03,58.3,0.545,15.45,0,0.8034
1936,451,2,100,2.3,192.8,0.252,11.18,0,0.8034
1937,451,3,100,4.56,59.2,0.203,15.94,0,0.8034
1938,452,0,100,6.2,46.3,0.397,14.34,0,0.803
1939,452,1,100,3.13,136.2,0.212,14.48,0,0.803
1940,452,2,100,2.51,62.1,0.599,18.18,0,0.803
1941,452,3,100,1.7,96.4,0.882,17.61,0,0.803
1942,453,0,100,3.3,83.1,0.616,13.88,0,0.8026
1943,453,1,100,4.37,87.1,0.317,16.18,0,0.8026
1944,453,2,100,4.5,191.4,0.773,18.75,0,0.8026
1945,453,3,100,1.88,180.4,0.568,15.32,0,0.8025
1946,454,0,100,3.2,40.4,0.573,14.07,0,0.8022
1947,454,1,100,4.56,199.1,0.314,13.31,0,0.8022
1948,454,2,100,4.5,86.2,0.123,15.58,0,0.8021
1949,454,3,100,1.05,170.1,0.536,14.06,0,0.8021
1950,455,0,100,5.52,107.4,0.676,16.04,0,0.8017
1951,455,1,100,3.65,56.7,0.886,20.37,0,0.8017
1952,455,2,100,2.62,80.3,0.876,19.53,0,0.8017
1953,455,3,100,6.42,181.1,0.136,14.41,0,0.8017
1954,455,4,100,1.99,206.9,0.838,18.96,0,0.8017
1955,455,5,100,2.25,167.8,0.278,14.15,0,0.8016
1956,456,0,100,1.86,62.1,0.48,14.78,0,0.8013
1957,456,1,100,3.7,102.0,0.227,15.76,0,0.8013
1958,456,2,100,1.94,86.7,0.273,13.84,0,0.8012
1959,456,3,100,3.52,94.6,0.814,15.97,0,0.8012
1960,457,0,100,0.86,80.9,0.818,21.04,0,0.8008
1961,457,1,100,3.97,77.3,0.408,15.26,0,0.8008
1962,457,2,100,1.51,177.1,0.833,18.25,0,0.8008
1963,457,3,100,5.75,149.1,0.779,18.46,0,0.8008
1964,458,0,100,1.88,147.0,0.671,16.98,0,0.8004
1965,458,1,100,2.55,206.7,0.488,15.82,0,0.8004
1966,458,2,100,2.06,56.0,0.573,15.67,0,0.8004
1967,458,3,100,2.35,125.3,0.228,12.94,0,0.8004
1968,459,0,100,4.66,50.5,0.811,18.71,0,0.8
1969,459,1,100,2.83,173.0,0.381,17.17,0,0.8
1970,459,2,100,3.02,102.8,0.862,17.94,0,0.8
1971,459,3,100,2.32,156.7,0.654,19.22,0,0.7999
1972,460,0,100,5.61,98.3,0.272,12.26,0,0.7996
1973,460,1,100,2.98,55.1,0.785,19.42,0,0.7995
1974,460,2,100,2.12,177.1,0.219,12.71,0,0.7995
1975,460,3,100,6.47,188.4,0.55,15.11,0,0.7995
1976,461,0,100,4.02,71.7,0.611,17.83,0,0.7991
1977,461,1,100,2.12,93.5,0.635,15.25,0,0.7991
1978,461,2,100,4.81,140.6,0.609,14.68,0,0.7991
1979,461,3,100,5.86,89.7,0.533,15.72,0,0.7991
1980,462,0,100,3.27,128.5,0.644,14.18,0,0.7987
1981,462,1,100,1.56,64.9,0.745,18.48,0,0.7987
1982,462,2,100,3.98,186.7,0.139,13.97,0,0.7987
1983,462,3,100,5.45,197.4,0.439,12.78,0,0.7986
1984,462,4,100,2.63,160.7,0.716,19.25,0,0.7986
1985,462,5,100,6.16,128.0,0.476,15.46,0,0.7986
1986,463,0,100,4.59,192.7,0.637,17.65,0,0.7982
1987,463,1,100,2.32,178.0,0.444,16.98,0,0.7982
1988,463,2,100,5.6,198.8,0.413,15.58,0,0.7982
1989,463,3,100,5.52,168.1,0.574,17.57,0,0.7982
1990,464,0,100,4.97,214.7,0.319,15.79,0,0.7978
1991,464,1,100,3.55,104.9,0.791,18.0,0,0.7978
1992,464,2,100,4.55,44.5,0.662,13.83,0,0.7978
1993,464,3,100,4.62,191.6,0.444,15.22,0,0.7977
1994,465,0,100,1.94,210.4,0.418,14.86,0,0.7974
1995,465,1,100,5.91,83.7,0.758,18.77,0,0.7974
1996,465,2,100,3.94,80.5,0.15,14.48,0,0.7973
1997,465,3,100,1.2,209.9,0.546,17.97,0,0.7973
1998,466,0,100,1.28,50.8,0.833,18.53,0,0.7969
1999,466,1,100,3.52,141.0,0.755,18.9,0,0.7969
2000,466,2,100,4.11,200.2,0.526,14.72,0,0.7969
2001,466,3,100,4.84,216.6,0.441,12.98,0,0.7969
2002,467,0,100,1.79,208.5,0.696,14.49,0,0.7965
2003,467,1,100,4.1,198.8,0.821,18.3,0,0.7965
2004,467,2,100,1.07,175.0,0.206,14.11,0,0.7965
2005,467,3,100,2.59,65.0,0.768,20.07,0,0.7964
2006,468,0,100,3.49,162.1,0.639,17.02,0,0.7961
2007,468,1,100,4.37,212.1,0.673,17.96,0,0.7961
2008,468,2,100,3.39,208.8,0.888,20.74,0,0.796
2009,468,3,100,4.46,179.0,0.805,18.07,0,0.796
2010,469,0,100,3.81,70.4,0.815,18.46,0,0.7956
2011,469,1,100,6.44,83.1,0.479,19.62,0,0.7956
2012,469,2,100,2.74,76.8,0.757,17.82,0,0.7956
2013,469,3,100,4.17,97.7,0.357,12.37,0,0.7956
2014,469,4,100,0.99,212.2,0.814,20.21,0,0.7956
2015,469,5,100,5.78,131.7,0.865,20.81,0,0.7955
2016,470,0,100,5.98,162.2,0.843,18.27,0,0.7952
2017,470,1,100,6.5,203.7,0.251,15.09,0,0.7952
2018,470,2,100,5.29,219.9,0.792,19.2,0,0.7951
2019,470,3,100,5.48,63.0,0.871,22.13,0,0.7951
2020,471,0,100,1.93,48.3,0.512,15.11,0,0.7948
2021,471,1,100,1.89,128.4,0.238,13.72,0,0.7947
2022,471,2,100,2.52,71.4,0.379,16.19,0,0.7947
2023,471,3,100,5.55,211.4,0.351,12.7,0,0.7947
2024,472,0,100,2.35,160.6,0.237,12.4,0,0.7943
2025,472,1,100,1.31,197.5,0.101,13.71,0,0.7943
2026,472,2,100,2.3,144.1,0.377,15.81,0,0.7943
2027,472,3,100,4.89,186.5,0.721,15.96,0,0.7943
2028,473,0,100,4.89,145.4,0.49,17.31,0,0.7939
2029,473,1,100,3.0,176.5,0.812,16.38,0,0.7939
2030,473,2,100,4.55,98.2,0.747,19.44,0,0.7939
2031,473,3,100,3.03,157.5,0.7,17.99,0,0.7938
2032,474,0,100,5.53,207.9,0.6,14.02,0,0.7935
2033,474,1,100,5.0,131.0,0.109,11.03,0,0.7934
2034,474,2,100,4.46,174.5,0.586,15.54,0,0.7934
2035,474,3,100,3.89,131.1,0.65,16.53,0,0.7934
2036,475,0,100,5.25,128.5,0.744,15.0,0,0.793
2037,475,1,100,1.77,187.4,0.694,16.03,0,0.793
2038,475,2,100,2.74,70.9,0.808,16.72,0,0.793
2039,475,3,100,3.88,130.9,0.197,12.32,0,0.793
2040,476,0,100,5.46,195.6,0.198,12.58,0,0.7926
2041,476,1,100,5.57,182.4,0.73,18.55,0,0.7926
2042,476,2,100,1.09,137.3,0.625,17.13,0,0.7926
2043,476,3,100,2.57,131.6,0.633,17.34,0,0.7925
2044,476,4,100,5.77,135.8,0.434,16.8,0,0.7925
2045,476,5,100,2.19,158.1,0.705,14.55,0,0.7925
2046,477,0,100,5.34,83.6,0.262,15.63,0,0.7921
2047,477,1,100,6.41,105.0,0.171,13.65,0,0.7921
2048,477,2,100,3.33,182.8,0.576,16.05,0,0.7921
2049,477,3,100,4.48,117.9,0.158,11.13,0,0.7921
2050,478,0,100,2.06,200.4,0.53,15.83,0,0.7917
2051,478,1,100,3.96,70.4,0.387,14.43,0,0.7917
2052,478,2,100,5.09,51.7,0.214,15.11,0,0.7917
2053,478,3,100,4.95,206.4,0.561,13.64,0,0.7916
2054,479,0,100,4.62,185.3,0.789,17.93,0,0.7913
2055,479,1,100,1.12,175.9,0.79,19.04,0,0.7913
2056,479,2,100,6.41,211.5,0.689,18.87,0,0.7912
2057,479,3,100,4.32,85.5,0.43,14.64,0,0.7912
2058,480,0,100,1.93,103.6,0.794,17.56,0,0.7908
2059,480,1,100,4.92,100.8,0.335,14.78,0,0.7908
2060,480,2,100,2.28,100.2,0.469,15.94,0,0.7908
2061,480,3,100,1.58,171.6,0.571,17.99,0,0.7908
2062,481,0,100,1.89,104.4,0.876,19.8,0,0.7904
2063,481,1,100,3.68,129.9,0.612,15.84,0,0.7904
2064,481,2,100,3.37,215.3,0.381,14.6,0,0.7904
2065,481,3,100,6.04,176.5,0.173,13.23,0,0.7903
2066,482,0,100,1.34,123.3,0.677,18.89,0,0.79
2067,482,1,100,5.6,115.4,0.144,13.68,0,0.79
2068,482,2,100,6.3,112.3,0.496,17.73,0,0.7899
2069,482,3,100,4.6,213.0,0.45,14.05,0,0.7899
2070,483,0,100,3.99,157.9,0.542,16.71,0,0.7895
2071,483,1,100,5.68,215.5,0.641,15.68,0,0.7895
2072,483,2,100,2.35,72.2,0.176,11.68,0,0.7895
2073,483,3,100,5.94,103.4,0.262,14.2,0,0.7895
2074,483,4,100,3.84,144.0,0.537,17.95,0,0.7895
2075,483,5,100,1.13,177.6,0.879,17.8,0,0.7894
2076,484,0,100,1.43,208.8,0.403,14.82,0,0.7891
2077,484,1,100,1.31,40.3,0.477,16.09,0,0.7891
2078,484,2,100,3.62,213.8,0.415,15.92,0,0.789
2079,484,3,100,2.96,44.4,0.9,19.85,0,0.789
2080,485,0,100,3.98,198.6,0.364,13.51,0,0.7886
2081,485,1,100,1.51,44.6,0.401,15.45,0,0.7886
2082,485,2,100,1.09,73.1,0.301,15.03,0,0.7886
2083,485,3,100,2.79,115.1,0.81,19.68,0,0.7886
2084,486,0,100,1.23,113.3,0.805,16.49,0,0.7882
2085,486,1,100,1.31,160.0,0.78,17.28,0,0.7882
2086,486,2,100,4.96,174.9,0.354,15.17,0,0.7882
2087,486,3,100,1.36,148.8,0.683,20.08,0,0.7882
2088,487,0,100,4.48,131.5,0.241,12.51,0,0.7878
2089,487,1,100,1.21,204.4,0.16,14.17,0,0.7878
2090,487,2,100,2.32,198.4,0.527,14.0,0,0.7877
2091,487,3,100,4.36,146.2,0.163,13.28,0,0.7877
2092,488,0,100,2.58,131.2,0.62,15.8,0,0.7874
2093,488,1,100,5.13,98.6,0.813,18.8,0,0.7873
2094,488,2,100,5.03,99.3,0.899,17.91,0,0.7873
2095,488,3,100,5.83,188.8,0.789,18.75,0,0.7873
2096,489,0,100,1.54,58.7,0.364,15.24,0,0.7869
2097,489,1,100,3.46,172.1,0.537,15.09,0,0.7869
2098,489,2,100,2.12,106.4,0.791,18.88,0,0.7869
2099,489,3,100,2.6,178.7,0.4,16.16,0,0.7869
2100,490,0,100,2.98,110.1,0.233,15.09,0,0.7865
2101,490,1,100,6.1,122.6,0.38,14.76,0,0.7865
2102,490,2,100,6.09,96.6,0.321,15.14,0,0.7865
2103,490,3,100,2.06,199.9,0.125,14.79,0,0.7864
2104,490,4,100,5.74,74.7,0.581,15.67,0,0.7864
2105,490,5,100,4.07,42.4,0.509,16.58,0,0.7864
2106,491,0,100,6.3,121.2,0.202,13.12,0,0.786
2107,491,1,100,0.88,43.2,0.382,12.31,0,0.786
2108,491,2,100,6.33,211.5,0.636,17.05,0,0.786
2109,491,3,100,1.55,192.9,0.289,12.25,0,0.786
2110,492,0,100,4.75,106.9,0.751,20.57,0,0.7856
2111,492,1,100,1.49,140.8,0.313,12.96,0,0.7856
2112,492,2,100,3.86,210.6,0.845,20.35,0,0.7856
2113,492,3,100,5.79,159.1,0.301,17.96,0,0.7855
2114,493,0,100,3.3,145.1,0.782,19.13,0,0.7852
2115,493,1,100,3.59,51.4,0.843,18.17,0,0.7852
2116,493,2,100,4.63,204.2,0.284,14.12,0,0.7851
2117,493,3,100,5.45,90.2,0.194,13.61,0,0.7851
2118,494,0,100,5.47,41.2,0.657,15.38,0,0.7847
2119,494,1,100,3.03,61.4,0.847,18.29,0,0.7847
2120,494,2,100,5.99,121.4,0.198,12.27,0,0.7847
2121,494,3,100,6.34,104.3,0.463,14.22,0,0.7847
2122,495,0,100,1.73,99.2,0.801,18.79,0,0.7843
2123,495,1,100,4.79,135.8,0.21,14.08,0,0.7843
2124,495,2,100,4.19,124.0,0.337,12.21,0,0.7843
2125,495,3,100,5.63,208.4,0.529,16.71,0,0.7843
2126,496,0,100,1.22,115.4,0.512,15.05,0,0.7839
2127,496,1,100,6.01,209.2,0.206,15.69,0,0.7839
2128,496,2,100,3.34,190.8,0.701,17.25,0,0.7838
2129,496,3,100,4.01,50.2,0.538,16.98,0,0.7838
2130,497,0,100,5.28,212.3,0.405,14.45,0,0.7834
2131,497,1,100,1.92,141.3,0.481,18.01,0,0.7834
2132,497,2,100,3.3,122.1,0.465,17.73,0,0.7834
2133,497,3,100,3.15,110.7,0.659,16.77,0,0.7834
2134,497,4,100,3.08,160.5,0.237,11.34,0,0.7834
2135,497,5,100,4.59,164.7,0.227,13.14,0,0.7833
2136,498,0,100,5.13,201.8,0.856,18.28,0,0.783
2137,498,1,100,3.79,210.2,0.696,17.77,0,0.783
2138,498,2,100,5.77,214.4,0.428,14.62,0,0.7829
2139,498,3,100,2.0,120.8,0.56,16.51,0,0.7829
2140,499,0,100,3.87,78.3,0.181,13.69,0,0.7826
2141,499,1,100,3.44,155.4,0.821,17.82,0,0.7825
2142,499,2,100,2.6,106.8,0.111,12.32,0,0.7825
2143,499,3,100,5.38,145.0,0.345,15.34,0,0.7825
2144,500,0,100,2.42,91.7,0.766,17.65,0,0.7821
2145,500,1,100,3.07,66.4,0.229,17.54,0,0.7821
2146,500,2,100,5.46,214.1,0.534,14.75,0,0.7821
2147,500,3,100,4.67,90.5,0.415,16.78,0,0.7821
2148,501,0,100,6.11,186.1,0.265,13.96,0,0.7817
2149,501,1,100,5.65,74.5,0.884,17.48,0,0.7817
2150,501,2,100,4.91,94.5,0.568,13.74,0,0.7816
2151,501,3,100,5.88,210.3,0.444,13.12,0,0.7816
2152,502,0,100,1.85,147.7,0.471,15.9,0,0.7813
2153,502,1,100,5.46,47.5,0.171,12.64,0,0.7812
2154,502,2,100,6.46,92.9,0.206,14.2,0,0.7812
2155,502,3,100,2.02,81.0,0.45,16.03,0,0.7812
2156,503,0,100,3.56,65.7,0.23,14.57,0,0.7808
2157,503,1,100,1.42,175.1,0.757,15.94,0,0.7808
2158,503,2,100,4.54,188.1,0.763,17.85,0,0.7808
2159,503,3,100,4.5,217.7,0.113,13.33,0,0.7808
2160,504,0,100,2.25,219.2,0.777,20.01,0,0.7804
2161,504,1,100,4.42,166.0,0.483,15.42,0,0.7804
2162,504,2,100,1.54,202.5,0.463,14.79,0,0.7804
2163,504,3,100,5.72,145.9,0.463,15.82,0,0.7803
2164,504,4,100,5.67,205.2,0.6,14.33,0,0.7803
2165,504,5,100,4.12,55.6,0.805,19.55,0,0.7803
2166,505,0,100,2.2,184.3,0.544,15.75,0,0.7799
2167,505,1,100,6.0,108.4,0.706,17.63,0,0.7799
2168,505,2,100,3.33,114.6,0.164,14.5,0,0.7799
2169,505,3,100,4.89,143.0,0.827,18.69,0,0.7799
2170,506,0,100,5.66,163.4,0.153,12.84,0,0.7795
2171,506,1,100,5.72,78.4,0.113,12.96,0,0.7795
2172,506,2,100,5.72,177.2,0.415,17.09,0,0.7795
2173,506,3,100,4.14,48.8,0.77,17.42,0,0.7794
2174,507,0,100,6.2,82.5,0.158,11.02,0,0.7791
2175,507,1,100,6.06,147.4,0.457,15.73,0,0.7791
2176,507,2,100,2.79,97.7,0.758,18.35,0,0.779
2177,507,3,100,3.56,198.8,0.401,11.5,0,0.779
2178,508,0,100,6.28,217.6,0.632,18.97,0,0.7786
2179,508,1,100,1.33,190.2,0.583,17.75,0,0.7786
2180,508,2,100,6.45,76.8,0.876,20.1,0,0.7786
2181,508,3,100,6.45,207.9,0.182,13.69,0,0.7786
2182,509,0,100,6.25,126.2,0.799,18.85,0,0.7782
2183,509,1,100,4.76,77.9,0.255,14.02,0,0.7782
2184,509,2,100,2.88,121.4,0.127,12.01,0,0.7782
2185,509,3,100,3.73,81.9,0.103,13.19,0,0.7782
2186,510,0,100,3.08,108.1,0.389,17.02,0,0.7778
2187,510,1,100,6.08,76.3,0.352,14.39,0,0.7778
2188,510,2,100,2.76,147.8,0.507,14.79,0,0.7777
2189,510,3,100,3.19,206.4,0.891,18.14,0,0.7777
2190,511,0,100,1.25,95.2,0.733,18.84,0,0.7773
2191,511,1,100,5.63,87.8,0.73,19.91,0,0.7773
2192,511,2,100,1.33,125.5,0.542,16.15,0,0.7773
2193,511,3,100,5.22,219.8,0.169,12.39,0,0.7773
2194,511,4,100,4.04,127.4,0.468,15.76,0,0.7773
2195,511,5,100,6.16,142.6,0.367,13.9,0,0.7772
2196,512,0,100,5.2,71.2,0.417,19.27,0,0.7769
2197,512,1,100,3.82,125.9,0.887,22.06,0,0.7769
2198,512,2,100,5.23,60.8,0.34,14.01,0,0.7768
2199,512,3,100,3.29,153.8,0.548,16.93,0,0.7768
2200,513,0,100,3.13,211.2,0.516,18.0,0,0.7764
2201,513,1,100,6.03,161.2,0.457,16.73,0,0.7764
2202,513,2,100,3.5,123.4,0.526,18.36,0,0.7764
2203,513,3,100,2.25,150.9,0.29,12.69,0,0.7764
2204,514,0,100,1.31,203.4,0.463,16.11,0,0.776
2205,514,1,100,5.82,128.8,0.818,18.7,0,0.776
2206,514,2,100,2.59,56.8,0.836,17.74,0,0.776
2207,514,3,100,6.04,110.3,0.254,14.54,0,0.776
2208,515,0,100,5.77,104.4,0.291,16.5,0,0.7756
2209,515,1,100,5.14,109.2,0.306,15.22,0,0.7756
2210,515,2,100,6.5,68.7,0.597,17.71,0,0.7755
2211,515,3,100,3.54,77.3,0.172,14.01,0,0.7755
2212,516,0,100,4.82,194.1,0.711,15.45,0,0.7752
2213,516,1,100,6.22,185.6,0.509,17.41,0,0.7751
